PF02792	PF02792	PF15620	PF15620	0.0578552559936856	
PF06758	PF06758	PF11069	PF11069	0.0089131055102201	
PF06427	PF06427	PF06758	PF06758	0.0095764197202301	
PF02196	PF02196	PF06758	PF06758	0.004985458260388	
PF06149	PF06149	PF06758	PF06758	0.0180817272250684	
PF06758	PF06758	PF18036	PF18036	0.0077757257572403	
PF06758	PF06758	PF17957	PF17957	0.014831240769389	
PF06758	PF06758	PF10549	PF10549	0.02111857787286	
PF06758	PF06758	PF12977	PF12977	0.0132569047621258	
PF00240	PF00240	PF05842	PF05842	0.0017304015756402	
PF05842	PF05842	PF11976	PF11976	0.0029181367193132	
PF05842	PF05842	PF14560	PF14560	0.0068843682634974	
PF05842	PF05842	PF18396	PF18396	0.0100293265556446	
PF05842	PF05842	PF13881	PF13881	0.0100288580646773	
PF05842	PF05842	PF18037	PF18037	0.0104628826494563	
PF05842	PF05842	PF10302	PF10302	0.012981260230324	
PF05842	PF05842	PF11069	PF11069	0.0182714114322779	
PF05842	PF05842	PF06427	PF06427	0.0196097167989446	
PF02196	PF02196	PF05842	PF05842	0.0100837321717326	
PF05842	PF05842	PF06149	PF06149	0.037438412204776	
PF05842	PF05842	PF18036	PF18036	0.0159071179644848	
PF05842	PF05842	PF17957	PF17957	0.0306134794938548	
PF05842	PF05842	PF10549	PF10549	0.0437832508551908	
PF05842	PF05842	PF12977	PF12977	0.0273448129189542	
PF15336	PF15336	PF16207	PF16207	0.1410947997846811	
PF13923	PF13923	PF15336	PF15336	0.0045129669624873	
PF00097	PF00097	PF15336	PF15336	0.0041744239420656	
PF13639	PF13639	PF15336	PF15336	0.0026894464736676	
PF13920	PF13920	PF15336	PF15336	0.0032942928075231	
PF13445	PF13445	PF15336	PF15336	0.0041703845024997	
PF00176	PF00176	PF04564	PF04564	0.0	
PF00176	PF00176	PF18391	PF18391	0.0	
PF00176	PF00176	PF00515	PF00515	0.0	
PF00176	PF00176	PF07719	PF07719	0.0	
PF00176	PF00176	PF12895	PF12895	0.0	
PF00176	PF00176	PF13432	PF13432	0.0	
PF00176	PF00176	PF13181	PF13181	0.0	
PF00176	PF00176	PF13414	PF13414	0.0	
PF00176	PF00176	PF13424	PF13424	0.0	
PF00176	PF00176	PF13431	PF13431	0.0	
PF00176	PF00176	PF14559	PF14559	0.0	
PF00271	PF00271	PF04564	PF04564	0.0	
PF00271	PF00271	PF18391	PF18391	0.0	
PF00271	PF00271	PF00515	PF00515	0.0	
PF00271	PF00271	PF07719	PF07719	0.0	
PF00271	PF00271	PF12895	PF12895	0.0	
PF00271	PF00271	PF13432	PF13432	0.0	
PF00271	PF00271	PF13181	PF13181	0.0	
PF00271	PF00271	PF13414	PF13414	0.0	
PF00271	PF00271	PF13424	PF13424	0.0	
PF00271	PF00271	PF13431	PF13431	0.0	
PF00271	PF00271	PF14559	PF14559	0.0	
PF04564	PF04564	PF07529	PF07529	0.0	
PF07529	PF07529	PF18391	PF18391	0.005337256551027	
PF00515	PF00515	PF07529	PF07529	0.0	
PF07529	PF07529	PF07719	PF07719	0.0	
PF07529	PF07529	PF12895	PF12895	0.0	
PF07529	PF07529	PF13432	PF13432	0.0	
PF07529	PF07529	PF13181	PF13181	0.0	
PF07529	PF07529	PF13414	PF13414	0.0	
PF07529	PF07529	PF13424	PF13424	0.0	
PF07529	PF07529	PF13431	PF13431	0.0	
PF07529	PF07529	PF14559	PF14559	0.0	
PF00240	PF00240	PF15304	PF15304	0.0	
PF11976	PF11976	PF15304	PF15304	0.0	
PF14560	PF14560	PF15304	PF15304	0.0019011090096858	
PF15304	PF15304	PF18396	PF18396	0.0027667375755091	
PF13881	PF13881	PF15304	PF15304	0.0027667375755091	
PF15304	PF15304	PF18037	PF18037	0.0028860550907625	
PF10302	PF10302	PF15304	PF15304	0.0035797672656857	
PF11069	PF11069	PF15304	PF15304	0.0050583315693511	
PF06427	PF06427	PF15304	PF15304	0.0054610636839551	
PF02196	PF02196	PF15304	PF15304	0.0028162165634113	
PF06149	PF06149	PF15304	PF15304	0.0105534122695702	
PF10549	PF10549	PF15304	PF15304	0.0124494302423362	
PF15304	PF15304	PF17957	PF17957	0.0085730169304495	
PF15304	PF15304	PF18036	PF18036	0.0043978793292489	
PF12977	PF12977	PF15304	PF15304	0.0076197226253636	
PF00069	PF00069	PF00520	PF00520	0.0	
PF00520	PF00520	PF00780	PF00780	0.0	
PF00520	PF00520	PF07714	PF07714	0.0	
PF00069	PF00069	PF08763	PF08763	0.0	
PF00780	PF00780	PF08763	PF08763	0.0	
PF07714	PF07714	PF08763	PF08763	0.0	
PF00069	PF00069	PF16905	PF16905	0.0	
PF00780	PF00780	PF16905	PF16905	0.0	
PF07714	PF07714	PF16905	PF16905	0.0	
PF00069	PF00069	PF08016	PF08016	0.0	
PF00780	PF00780	PF08016	PF08016	0.0	
PF07714	PF07714	PF08016	PF08016	0.0	
PF00520	PF00520	PF01412	PF01412	0.0	
PF00071	PF00071	PF00520	PF00520	0.0	
PF00169	PF00169	PF00520	PF00520	0.0	
PF00520	PF00520	PF12796	PF12796	0.0	
PF00023	PF00023	PF00520	PF00520	0.0	
PF01412	PF01412	PF08763	PF08763	0.0	
PF00071	PF00071	PF08763	PF08763	0.0	
PF00169	PF00169	PF08763	PF08763	0.0	
PF08763	PF08763	PF12796	PF12796	0.0	
PF00023	PF00023	PF08763	PF08763	0.0	
PF01412	PF01412	PF16905	PF16905	0.0	
PF00071	PF00071	PF16905	PF16905	0.0	
PF00169	PF00169	PF16905	PF16905	0.0	
PF12796	PF12796	PF16905	PF16905	0.0	
PF00023	PF00023	PF16905	PF16905	0.0	
PF01412	PF01412	PF08016	PF08016	0.0	
PF00071	PF00071	PF08016	PF08016	0.0	
PF00169	PF00169	PF08016	PF08016	0.0	
PF08016	PF08016	PF12796	PF12796	0.0	
PF00023	PF00023	PF08016	PF08016	0.0	
PF00010	PF00010	PF07200	PF07200	0.0	
PF07200	PF07200	PF07527	PF07527	0.0	
PF00010	PF00010	PF02179	PF02179	0.0	
PF00010	PF00010	PF00397	PF00397	0.0	
PF02179	PF02179	PF07527	PF07527	0.0	
PF00397	PF00397	PF07527	PF07527	0.0	
PF00010	PF00010	PF12440	PF12440	0.0	
PF00010	PF00010	PF01454	PF01454	0.0	
PF07527	PF07527	PF12440	PF12440	0.0	
PF01454	PF01454	PF07527	PF07527	0.0	
PF00010	PF00010	PF00412	PF00412	0.0	
PF00412	PF00412	PF07527	PF07527	0.0	
PF00010	PF00010	PF03920	PF03920	0.0045055294772851	
PF03920	PF03920	PF07527	PF07527	0.037759489375274	
PF00010	PF00010	PF16673	PF16673	0.0028562071611236	
PF07527	PF07527	PF16673	PF16673	0.0078962145716769	
PF00010	PF00010	PF11759	PF11759	0.0032071262889484	
PF07527	PF07527	PF11759	PF11759	0.0357675114254616	
PF00010	PF00010	PF00625	PF00625	0.0	
PF00010	PF00010	PF09060	PF09060	0.0	
PF00010	PF00010	PF07653	PF07653	0.0	
PF00010	PF00010	PF00595	PF00595	0.0	
PF00010	PF00010	PF17820	PF17820	0.0	
PF00010	PF00010	PF02828	PF02828	0.0	
PF00010	PF00010	PF00018	PF00018	0.0	
PF00010	PF00010	PF13180	PF13180	0.0	
PF00625	PF00625	PF07527	PF07527	0.0	
PF07527	PF07527	PF09060	PF09060	0.0103261519477494	
PF07527	PF07527	PF07653	PF07653	0.0	
PF00595	PF00595	PF07527	PF07527	0.0	
PF07527	PF07527	PF17820	PF17820	0.0	
PF02828	PF02828	PF07527	PF07527	0.0	
PF00018	PF00018	PF07527	PF07527	0.0	
PF07527	PF07527	PF13180	PF13180	0.0	
PF00010	PF00010	PF09816	PF09816	0.0	
PF07527	PF07527	PF09816	PF09816	0.0067102201204226	
PF00010	PF00010	PF02188	PF02188	0.0	
PF02188	PF02188	PF07527	PF07527	0.0	
PF00240	PF00240	PF03127	PF03127	0.0028327363569184	
PF03127	PF03127	PF11976	PF11976	0.0048142603308395	
PF03127	PF03127	PF14560	PF14560	0.0110877509043063	
PF03127	PF03127	PF18396	PF18396	0.0162993994046075	
PF03127	PF03127	PF13881	PF13881	0.0162965643308944	
PF03127	PF03127	PF18037	PF18037	0.0170223645401205	
PF03127	PF03127	PF10302	PF10302	0.0212360029350658	
PF03127	PF03127	PF11069	PF11069	0.0236093077451136	
PF03127	PF03127	PF06427	PF06427	0.0164839499432909	
PF02196	PF02196	PF03127	PF03127	0.0091739993220122	
PF03127	PF03127	PF06149	PF06149	0.0312011006060744	
PF03127	PF03127	PF18036	PF18036	0.0260613289088299	
PF03127	PF03127	PF17957	PF17957	0.0357983156513205	
PF03127	PF03127	PF10549	PF10549	0.0361240390316605	
PF03127	PF03127	PF12977	PF12977	0.0320762433659056	
PF00048	PF00048	PF02210	PF02210	0.0	
PF00048	PF00048	PF00054	PF00054	0.0	
PF00048	PF00048	PF00754	PF00754	0.0	
PF00048	PF00048	PF13385	PF13385	0.0	
PF00054	PF00054	PF02210	PF02210	0.0	
PF02210	PF02210	PF02210	PF02210	0.0	
PF00054	PF00054	PF00054	PF00054	0.0	
PF00054	PF00054	PF00754	PF00754	0.0	
PF00754	PF00754	PF02210	PF02210	0.0	
PF00054	PF00054	PF13385	PF13385	0.0	
PF02210	PF02210	PF13385	PF13385	0.0	
PF00046	PF00046	PF02210	PF02210	0.0	
PF00046	PF00046	PF00054	PF00054	0.0	
PF00046	PF00046	PF00754	PF00754	0.0	
PF00046	PF00046	PF13385	PF13385	0.0	
PF01055	PF01055	PF02210	PF02210	0.0	
PF02210	PF02210	PF16863	PF16863	0.0	
PF00088	PF00088	PF02210	PF02210	0.0	
PF02210	PF02210	PF13802	PF13802	0.0	
PF00054	PF00054	PF01055	PF01055	0.0	
PF00054	PF00054	PF16863	PF16863	0.0	
PF00054	PF00054	PF00088	PF00088	0.0	
PF00054	PF00054	PF13802	PF13802	0.0	
PF00754	PF00754	PF01055	PF01055	0.0	
PF00754	PF00754	PF16863	PF16863	0.0018597975960732	
PF00088	PF00088	PF00754	PF00754	0.0021416941824493	
PF00754	PF00754	PF13802	PF13802	0.0	
PF01055	PF01055	PF13385	PF13385	0.0	
PF13385	PF13385	PF16863	PF16863	0.0	
PF00088	PF00088	PF13385	PF13385	0.0	
PF13385	PF13385	PF13802	PF13802	0.0	
PF02210	PF02210	PF16497	PF16497	0.0030095708229377	
PF02210	PF02210	PF07654	PF07654	0.0	
PF00054	PF00054	PF16497	PF16497	0.0031786095652258	
PF00054	PF00054	PF07654	PF07654	0.0	
PF00754	PF00754	PF16497	PF16497	0.0033430163653992	
PF00754	PF00754	PF07654	PF07654	0.0	
PF13385	PF13385	PF16497	PF16497	0.0017786714573096	
PF07654	PF07654	PF13385	PF13385	0.0	
PF00149	PF00149	PF02210	PF02210	0.0	
PF00054	PF00054	PF00149	PF00149	0.0	
PF00149	PF00149	PF00754	PF00754	0.0	
PF00149	PF00149	PF13385	PF13385	0.0	
PF00688	PF00688	PF02210	PF02210	0.0	
PF00019	PF00019	PF02210	PF02210	0.0	
PF00054	PF00054	PF00688	PF00688	0.0	
PF00019	PF00019	PF00054	PF00054	0.0	
PF00688	PF00688	PF00754	PF00754	0.0	
PF00019	PF00019	PF00754	PF00754	0.0	
PF00688	PF00688	PF13385	PF13385	0.0	
PF00019	PF00019	PF13385	PF13385	0.0	
PF00050	PF00050	PF02210	PF02210	0.0	
PF02210	PF02210	PF07648	PF07648	0.0	
PF00050	PF00050	PF00054	PF00054	0.0	
PF00054	PF00054	PF07648	PF07648	0.0	
PF00050	PF00050	PF00754	PF00754	0.0	
PF00754	PF00754	PF07648	PF07648	0.0	
PF00050	PF00050	PF13385	PF13385	0.0	
PF07648	PF07648	PF13385	PF13385	0.0	
PF00047	PF00047	PF02210	PF02210	0.0	
PF02210	PF02210	PF13895	PF13895	0.0	
PF02210	PF02210	PF13927	PF13927	0.0	
PF02210	PF02210	PF07686	PF07686	0.0	
PF00047	PF00047	PF00054	PF00054	0.0	
PF00054	PF00054	PF13895	PF13895	0.0	
PF00054	PF00054	PF13927	PF13927	0.0	
PF00054	PF00054	PF07686	PF07686	0.0	
PF00047	PF00047	PF00754	PF00754	0.0	
PF00754	PF00754	PF13895	PF13895	0.0	
PF00754	PF00754	PF13927	PF13927	0.0	
PF00754	PF00754	PF07686	PF07686	0.0	
PF00047	PF00047	PF13385	PF13385	0.0	
PF13385	PF13385	PF13895	PF13895	0.0	
PF13385	PF13385	PF13927	PF13927	0.0	
PF07686	PF07686	PF13385	PF13385	0.0	
PF00021	PF00021	PF02210	PF02210	0.0	
PF00021	PF00021	PF00054	PF00054	0.0	
PF00021	PF00021	PF00754	PF00754	0.0	
PF00021	PF00021	PF13385	PF13385	0.0023376902908812	
PF01731	PF01731	PF02210	PF02210	0.0	
PF02210	PF02210	PF08450	PF08450	0.0	
PF00054	PF00054	PF01731	PF01731	0.0	
PF00054	PF00054	PF08450	PF08450	0.0	
PF00754	PF00754	PF01731	PF01731	0.0	
PF00754	PF00754	PF08450	PF08450	0.0	
PF01731	PF01731	PF13385	PF13385	0.0	
PF08450	PF08450	PF13385	PF13385	0.0	
PF02210	PF02210	PF12850	PF12850	0.0	
PF00054	PF00054	PF12850	PF12850	0.0	
PF00754	PF00754	PF12850	PF12850	0.0	
PF12850	PF12850	PF13385	PF13385	0.0	
PF00089	PF00089	PF02210	PF02210	0.0	
PF01390	PF01390	PF02210	PF02210	0.0	
PF00054	PF00054	PF00089	PF00089	0.0	
PF00054	PF00054	PF01390	PF01390	0.0	
PF00089	PF00089	PF00754	PF00754	0.0	
PF00754	PF00754	PF01390	PF01390	0.001888546541558	
PF00089	PF00089	PF13385	PF13385	0.0	
PF01390	PF01390	PF13385	PF13385	0.0	
PF02210	PF02210	PF08205	PF08205	0.0	
PF00054	PF00054	PF08205	PF08205	0.0	
PF00754	PF00754	PF08205	PF08205	0.0	
PF08205	PF08205	PF13385	PF13385	0.0	
PF00028	PF00028	PF02210	PF02210	0.0	
PF02210	PF02210	PF08266	PF08266	0.0	
PF00028	PF00028	PF00054	PF00054	0.0	
PF00054	PF00054	PF08266	PF08266	0.0	
PF00028	PF00028	PF00754	PF00754	0.0	
PF00754	PF00754	PF08266	PF08266	0.0	
PF00028	PF00028	PF13385	PF13385	0.0	
PF08266	PF08266	PF13385	PF13385	0.0	
PF01105	PF01105	PF02210	PF02210	0.0	
PF00054	PF00054	PF01105	PF01105	0.0	
PF00754	PF00754	PF01105	PF01105	0.0	
PF01105	PF01105	PF13385	PF13385	0.0	
PF01244	PF01244	PF02210	PF02210	0.0	
PF00054	PF00054	PF01244	PF01244	0.0	
PF00754	PF00754	PF01244	PF01244	0.002327068387841	
PF01244	PF01244	PF13385	PF13385	0.0	
PF00413	PF00413	PF02210	PF02210	0.0	
PF00054	PF00054	PF00413	PF00413	0.0	
PF00413	PF00413	PF00754	PF00754	0.0	
PF00413	PF00413	PF13385	PF13385	0.0	
PF00004	PF00004	PF00659	PF00659	0.0	
PF00659	PF00659	PF17862	PF17862	0.0	
PF00659	PF00659	PF09336	PF09336	0.0030515837233404	
PF00004	PF00004	PF17667	PF17667	0.0	
PF17667	PF17667	PF17862	PF17862	0.0	
PF09336	PF09336	PF17667	PF17667	0.0	
PF02023	PF02023	PF13843	PF13843	0.0466114372431391	
PF02023	PF02023	PF02023	PF02023	0.0937180383305324	
PF01352	PF01352	PF13843	PF13843	0.0034183318937933	
PF01352	PF01352	PF02023	PF02023	0.0053412063765069	
PF00069	PF00069	PF08447	PF08447	0.0	
PF07714	PF07714	PF08447	PF08447	0.0	
PF00069	PF00069	PF00989	PF00989	0.0	
PF00989	PF00989	PF07714	PF07714	0.0	
PF00069	PF00069	PF14598	PF14598	0.0	
PF07714	PF07714	PF14598	PF14598	0.0	
PF00010	PF00010	PF00069	PF00069	0.0	
PF00010	PF00010	PF07714	PF07714	0.0	
PF00069	PF00069	PF13426	PF13426	0.0	
PF07714	PF07714	PF13426	PF13426	0.0	
PF00227	PF00227	PF08447	PF08447	0.0	
PF00227	PF00227	PF00989	PF00989	0.0	
PF00227	PF00227	PF14598	PF14598	0.0	
PF00010	PF00010	PF00227	PF00227	0.0	
PF00227	PF00227	PF13426	PF13426	0.0	
PF00412	PF00412	PF08447	PF08447	0.0	
PF00412	PF00412	PF00989	PF00989	0.0	
PF00412	PF00412	PF14598	PF14598	0.0	
PF00412	PF00412	PF13426	PF13426	0.0	
PF06621	PF06621	PF08447	PF08447	0.0117874403375019	
PF08447	PF08447	PF08447	PF08447	0.0084777336678464	
PF08447	PF08447	PF14598	PF14598	0.0126321818342001	
PF00989	PF00989	PF08447	PF08447	0.0060248663405885	
PF00010	PF00010	PF08447	PF08447	0.0017716534090544	
PF00989	PF00989	PF06621	PF06621	0.0082651614416831	
PF00989	PF00989	PF14598	PF14598	0.0088059491745221	
PF00989	PF00989	PF00989	PF00989	0.0045825650247352	
PF00010	PF00010	PF00989	PF00989	0.001450829199032	
PF06621	PF06621	PF14598	PF14598	0.0189784828851734	
PF14598	PF14598	PF14598	PF14598	0.0204390052143582	
PF00010	PF00010	PF14598	PF14598	0.0027775691535655	
PF00010	PF00010	PF06621	PF06621	0.0034832405870069	
PF00010	PF00010	PF00010	PF00010	0.0084530314766135	
PF06621	PF06621	PF13426	PF13426	0.0112462111408062	
PF08447	PF08447	PF13426	PF13426	0.0048700601452798	
PF13426	PF13426	PF14598	PF14598	0.0064770072849092	
PF00989	PF00989	PF13426	PF13426	0.0037783278145465	
PF00010	PF00010	PF13426	PF13426	0.0	
PF08447	PF08447	PF15751	PF15751	0.0	
PF08447	PF08447	PF15750	PF15750	0.0020765157186292	
PF00989	PF00989	PF15751	PF15751	0.0	
PF00989	PF00989	PF15750	PF15750	0.0	
PF14598	PF14598	PF15751	PF15751	0.0024544519434599	
PF14598	PF14598	PF15750	PF15750	0.0034554250894443	
PF00010	PF00010	PF15751	PF15751	0.0	
PF00010	PF00010	PF15750	PF15750	0.0	
PF13426	PF13426	PF15751	PF15751	0.0	
PF13426	PF13426	PF15750	PF15750	0.0019853193509672	
PF08447	PF08447	PF18102	PF18102	0.0023774649025579	
PF02825	PF02825	PF08447	PF08447	0.0	
PF00989	PF00989	PF18102	PF18102	0.0015862567434938	
PF00989	PF00989	PF02825	PF02825	0.0	
PF14598	PF14598	PF18102	PF18102	0.002393358502406	
PF02825	PF02825	PF14598	PF14598	0.0	
PF00010	PF00010	PF18102	PF18102	0.0	
PF00010	PF00010	PF02825	PF02825	0.0	
PF13426	PF13426	PF18102	PF18102	0.0022639795103222	
PF02825	PF02825	PF13426	PF13426	0.0	
PF00928	PF00928	PF08447	PF08447	0.0	
PF00928	PF00928	PF00989	PF00989	0.0	
PF00928	PF00928	PF14598	PF14598	0.0	
PF00010	PF00010	PF00928	PF00928	0.0	
PF00928	PF00928	PF13426	PF13426	0.0	
PF08447	PF08447	PF13738	PF13738	0.0	
PF07992	PF07992	PF08447	PF08447	0.0	
PF00989	PF00989	PF13738	PF13738	0.0	
PF00989	PF00989	PF07992	PF07992	0.0	
PF13738	PF13738	PF14598	PF14598	0.0	
PF07992	PF07992	PF14598	PF14598	0.0	
PF00010	PF00010	PF13738	PF13738	0.0	
PF00010	PF00010	PF07992	PF07992	0.0	
PF13426	PF13426	PF13738	PF13738	0.0	
PF07992	PF07992	PF13426	PF13426	0.0	
PF01217	PF01217	PF08447	PF08447	0.0	
PF00989	PF00989	PF01217	PF01217	0.0	
PF01217	PF01217	PF14598	PF14598	0.0	
PF00010	PF00010	PF01217	PF01217	0.0	
PF01217	PF01217	PF13426	PF13426	0.0	
PF00648	PF00648	PF08447	PF08447	0.0	
PF04212	PF04212	PF08447	PF08447	0.0	
PF01067	PF01067	PF08447	PF08447	0.0	
PF00648	PF00648	PF00989	PF00989	0.0	
PF00989	PF00989	PF04212	PF04212	0.0	
PF00989	PF00989	PF01067	PF01067	0.0	
PF00648	PF00648	PF14598	PF14598	0.0	
PF04212	PF04212	PF14598	PF14598	0.0	
PF01067	PF01067	PF14598	PF14598	0.0	
PF00010	PF00010	PF00648	PF00648	0.0	
PF00010	PF00010	PF04212	PF04212	0.0	
PF00010	PF00010	PF01067	PF01067	0.0	
PF00648	PF00648	PF13426	PF13426	0.0	
PF04212	PF04212	PF13426	PF13426	0.0	
PF01067	PF01067	PF13426	PF13426	0.0	
PF04421	PF04421	PF14580	PF14580	0.0	
PF04421	PF04421	PF12799	PF12799	0.0	
PF00071	PF00071	PF14580	PF14580	0.0	
PF08477	PF08477	PF14580	PF14580	0.0	
PF00025	PF00025	PF14580	PF14580	0.0	
PF04670	PF04670	PF14580	PF14580	0.0	
PF00071	PF00071	PF12799	PF12799	0.0	
PF08477	PF08477	PF12799	PF12799	0.0	
PF00025	PF00025	PF12799	PF12799	0.0	
PF04670	PF04670	PF12799	PF12799	0.0	
PF00928	PF00928	PF14580	PF14580	0.0	
PF00928	PF00928	PF12799	PF12799	0.0	
PF01138	PF01138	PF14580	PF14580	0.0	
PF03725	PF03725	PF14580	PF14580	0.0	
PF01138	PF01138	PF12799	PF12799	0.0	
PF03725	PF03725	PF12799	PF12799	0.0	
PF00227	PF00227	PF12874	PF12874	0.0	
PF10584	PF10584	PF12874	PF12874	0.0	
PF00227	PF00227	PF12171	PF12171	0.0	
PF10584	PF10584	PF12171	PF12171	0.0	
PF00227	PF00227	PF12756	PF12756	0.0	
PF10584	PF10584	PF12756	PF12756	0.0	
PF05485	PF05485	PF12874	PF12874	0.0	
PF05485	PF05485	PF12171	PF12171	0.0	
PF05485	PF05485	PF12756	PF12756	0.0	
PF00622	PF00622	PF15230	PF15230	0.0026056098577787	
PF13765	PF13765	PF15230	PF15230	0.0077490451005439	
PF15227	PF15227	PF15230	PF15230	0.0030031732218191	
PF13445	PF13445	PF15230	PF15230	0.0	
PF00097	PF00097	PF15230	PF15230	0.0	
PF13923	PF13923	PF15230	PF15230	0.0	
PF13639	PF13639	PF15230	PF15230	0.0	
PF13920	PF13920	PF15230	PF15230	0.0	
PF14634	PF14634	PF15230	PF15230	0.0016415421218628	
PF00622	PF00622	PF08312	PF08312	0.0	
PF08312	PF08312	PF13765	PF13765	0.0015865648481811	
PF08312	PF08312	PF15227	PF15227	0.0	
PF08312	PF08312	PF13445	PF13445	0.0	
PF00097	PF00097	PF08312	PF08312	0.0	
PF08312	PF08312	PF13923	PF13923	0.0	
PF08312	PF08312	PF13639	PF13639	0.0	
PF08312	PF08312	PF13920	PF13920	0.0	
PF08312	PF08312	PF14634	PF14634	0.0	
PF00240	PF00240	PF03024	PF03024	0.0	
PF03024	PF03024	PF17830	PF17830	0.0028084750417333	
PF00627	PF00627	PF03024	PF03024	0.0020262945695605	
PF03024	PF03024	PF11976	PF11976	0.0	
PF03024	PF03024	PF12796	PF12796	0.0	
PF03024	PF03024	PF13637	PF13637	0.0	
PF00023	PF00023	PF03024	PF03024	0.0	
PF03024	PF03024	PF13857	PF13857	0.0	
PF03024	PF03024	PF13606	PF13606	0.0	
PF00726	PF00726	PF13885	PF13885	0.0055511108051632	
PF13885	PF13885	PF14565	PF14565	0.0072829692903484	
PF00726	PF00726	PF01500	PF01500	0.0056494688102229	
PF01500	PF01500	PF14565	PF14565	0.0074362089811521	
PF00227	PF00227	PF13885	PF13885	0.0	
PF10584	PF10584	PF13885	PF13885	0.0	
PF00227	PF00227	PF01500	PF01500	0.0	
PF01500	PF01500	PF10584	PF10584	0.0	
PF03529	PF03529	PF13885	PF13885	0.0851468266990352	
PF00046	PF00046	PF13885	PF13885	0.0065665064670552	
PF01500	PF01500	PF03529	PF03529	0.0830922731380351	
PF00046	PF00046	PF01500	PF01500	0.005573436165084	
PF00170	PF00170	PF13885	PF13885	0.0036258243276216	
PF07716	PF07716	PF13885	PF13885	0.0037240109894933	
PF00170	PF00170	PF01500	PF01500	0.0030001925614747	
PF01500	PF01500	PF07716	PF07716	0.0030760440389222	
PF13885	PF13885	PF14672	PF14672	0.5299735992359769	
PF01500	PF01500	PF14672	PF14672	0.5421034386461463	
PF13855	PF13855	PF13885	PF13885	0.0	
PF12799	PF12799	PF13885	PF13885	0.0	
PF13885	PF13885	PF14580	PF14580	0.0017842352897207	
PF13306	PF13306	PF13885	PF13885	0.0028602174344202	
PF01500	PF01500	PF13855	PF13855	0.0	
PF01500	PF01500	PF12799	PF12799	0.0	
PF01500	PF01500	PF14580	PF14580	0.0018975835773922	
PF01500	PF01500	PF13306	PF13306	0.0030060521222652	
PF13885	PF13885	PF15293	PF15293	0.3816774596564003	
PF01500	PF01500	PF15293	PF15293	0.3758691761906516	
PF00520	PF00520	PF13885	PF13885	0.0021988822070444	
PF08016	PF08016	PF13885	PF13885	0.0079444450642169	
PF00520	PF00520	PF01500	PF01500	0.0016283806635755	
PF01500	PF01500	PF08016	PF08016	0.0061542097809139	
PF00400	PF00400	PF13885	PF13885	0.0	
PF00400	PF00400	PF01500	PF01500	0.0	
PF00106	PF00106	PF13885	PF13885	0.0	
PF13561	PF13561	PF13885	PF13885	0.0	
PF08659	PF08659	PF13885	PF13885	0.0024151460542213	
PF00106	PF00106	PF01500	PF01500	0.0	
PF01500	PF01500	PF13561	PF13561	0.0	
PF01500	PF01500	PF08659	PF08659	0.0	
PF13885	PF13885	PF13885	PF13885	0.2558367762080838	
PF01500	PF01500	PF13885	PF13885	0.2345079209554538	
PF01500	PF01500	PF01500	PF01500	0.2315419302403595	
PF08205	PF08205	PF13885	PF13885	0.0017779717301286	
PF13885	PF13885	PF13927	PF13927	0.0016433415107996	
PF07686	PF07686	PF13885	PF13885	0.00202107856232	
PF00047	PF00047	PF13885	PF13885	0.0019506953865594	
PF07679	PF07679	PF13885	PF13885	0.0018750317856815	
PF13885	PF13885	PF13895	PF13895	0.0018744773886582	
PF13885	PF13885	PF18452	PF18452	0.0	
PF01500	PF01500	PF08205	PF08205	0.0	
PF01500	PF01500	PF13927	PF13927	0.0	
PF01500	PF01500	PF07686	PF07686	0.0	
PF00047	PF00047	PF01500	PF01500	0.0	
PF01500	PF01500	PF07679	PF07679	0.0	
PF01500	PF01500	PF13895	PF13895	0.0	
PF01500	PF01500	PF18452	PF18452	0.0	
PF06809	PF06809	PF13885	PF13885	0.2270644332318874	
PF01500	PF01500	PF06809	PF06809	0.1338332810161288	
PF13885	PF13885	PF15845	PF15845	0.5064850002928979	
PF01500	PF01500	PF15845	PF15845	0.5267037266206399	
PF02350	PF02350	PF13885	PF13885	0.0629069075599317	
PF00480	PF00480	PF13885	PF13885	0.0356705114454677	
PF01500	PF01500	PF02350	PF02350	0.0615727712813994	
PF00480	PF00480	PF01500	PF01500	0.0357001940357788	
PF02145	PF02145	PF09668	PF09668	0.0017960583506388	
PF02145	PF02145	PF13975	PF13975	0.0016333911343809	
PF00240	PF00240	PF02145	PF02145	0.0	
PF02145	PF02145	PF13650	PF13650	0.0016333911343809	
PF02145	PF02145	PF08284	PF08284	0.0042824648721119	
PF00069	PF00069	PF06758	PF06758	0.0	
PF06758	PF06758	PF07714	PF07714	0.0	
PF06758	PF06758	PF08515	PF08515	0.0035160583247228	
PF01064	PF01064	PF06758	PF06758	0.0029224057674716	
PF00069	PF00069	PF05842	PF05842	0.0	
PF05842	PF05842	PF07714	PF07714	0.0	
PF05842	PF05842	PF08515	PF08515	0.0071480237440211	
PF01064	PF01064	PF05842	PF05842	0.0059319084648452	
PF00462	PF00462	PF01722	PF01722	0.0194289503164867	
PF00085	PF00085	PF01722	PF01722	0.0016373566913065	
PF01722	PF01722	PF04908	PF04908	0.0179146064067218	
PF01722	PF01722	PF02966	PF02966	0.0111438789430546	
PF01722	PF01722	PF13098	PF13098	0.0	
PF01722	PF01722	PF02114	PF02114	0.0049515470975849	
PF00265	PF00265	PF01722	PF01722	0.0047849519358644	
